age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,predicted_income
11,4,11,8,2,3,0,4,0,43,<=50K
29,4,3,1,6,8,4,3,1,28,<=50K
9,4,15,9,4,3,1,4,0,38,<=50K
33,6,11,8,2,4,0,4,0,43,<=50K
59,0,0,5,2,0,0,4,0,0,<=50K
35,5,0,5,2,12,0,4,0,43,<=50K
13,4,15,9,0,3,1,2,0,38,<=50K
23,4,9,12,4,13,1,1,1,46,<=50K
16,4,9,12,4,12,1,4,1,38,<=50K
47,6,11,8,2,12,0,4,0,4,<=50K
18,4,15,9,2,12,0,4,0,65,<=50K
47,4,11,8,2,13,0,1,0,58,<=50K
9,4,11,8,2,14,0,4,0,38,<=50K
20,7,11,8,3,8,4,4,1,19,<=50K
41,4,12,13,0,10,1,4,0,19,<=50K
2,4,11,8,4,6,3,4,0,28,<=50K
34,6,11,8,2,5,0,4,0,38,<=50K
10,4,9,12,4,1,1,4,0,38,<=50K
3,4,11,8,4,1,4,1,1,14,<=50K
40,4,5,3,0,14,4,4,0,67,<=50K
7,2,9,12,4,10,1,1,0,38,<=50K
20,4,15,9,2,3,0,4,0,67,<=50K
41,5,11,8,2,12,5,4,1,33,<=50K
17,4,11,8,2,12,0,4,0,58,<=50K
13,6,15,9,2,1,5,4,1,53,<=50K
10,4,11,8,5,7,3,4,1,38,<=50K
7,4,9,12,2,10,2,1,1,38,<=50K
20,5,9,12,2,3,0,4,0,53,>50K
34,4,15,9,2,4,0,4,0,38,<=50K
21,4,5,3,0,12,4,4,1,38,<=50K
24,5,12,13,2,4,0,4,0,48,>50K
38,6,14,14,6,10,1,4,0,53,<=50K
49,6,9,12,2,12,0,4,0,38,>50K
22,4,11,8,4,7,1,2,1,50,<=50K
27,4,9,12,2,3,0,4,0,11,<=50K
55,4,1,6,0,8,1,2,1,33,<=50K
36,4,11,8,2,3,0,4,0,38,<=50K
49,4,7,11,2,7,0,4,0,38,<=50K
0,4,1,6,4,12,3,4,0,19,<=50K
12,4,15,9,4,1,1,4,1,38,<=50K
10,4,11,8,0,12,3,4,1,38,<=50K
31,4,1,6,0,8,1,4,1,29,<=50K
30,4,15,9,2,3,0,4,0,38,<=50K
28,4,15,9,0,8,4,2,1,38,<=50K
19,4,11,8,2,3,0,4,0,48,<=50K
9,1,12,13,4,10,1,4,0,38,<=50K
35,4,9,12,0,5,1,4,0,38,<=50K
48,4,11,8,2,3,0,4,0,28,<=50K
29,0,4,2,2,0,0,4,0,38,<=50K
44,4,11,8,2,14,0,4,0,38,<=50K
32,4,1,6,2,9,2,4,1,38,<=50K
8,4,15,9,4,6,1,4,0,38,<=50K
12,6,1,6,2,8,5,4,1,4,<=50K
42,4,10,15,2,10,0,4,0,48,>50K
12,4,15,9,4,4,1,4,0,43,<=50K
18,4,11,8,2,3,0,4,0,38,<=50K
11,4,15,9,4,1,3,4,1,25,<=50K
32,2,12,13,2,10,5,4,1,48,>50K
14,4,11,8,4,3,1,4,0,43,<=50K
18,4,15,9,2,12,0,4,0,38,<=50K
21,4,9,12,4,7,1,4,1,7,<=50K
56,6,5,3,2,5,0,4,0,38,<=50K
41,4,15,9,2,12,0,4,0,38,<=50K
10,4,9,12,3,1,1,4,0,38,<=50K
27,4,12,13,2,4,0,4,0,38,>50K
1,0,15,9,4,0,3,4,0,15,<=50K
11,4,9,12,2,4,0,4,0,58,<=50K
39,7,15,9,0,1,1,4,1,33,<=50K
52,4,11,8,2,8,0,4,0,19,<=50K
41,2,9,12,2,10,0,4,0,56,>50K
21,4,11,8,4,8,4,4,1,38,<=50K
14,4,11,8,2,5,0,4,0,38,<=50K
31,1,11,8,0,6,1,4,0,38,<=50K
20,4,3,1,4,8,1,4,0,38,<=50K
6,4,11,8,4,8,4,4,1,33,<=50K
8,4,7,11,0,13,3,4,1,24,<=50K
46,4,11,8,5,3,1,4,1,19,<=50K
5,7,15,9,4,8,3,4,0,43,<=50K
23,2,8,10,2,11,0,4,0,38,<=50K
42,2,11,8,5,11,4,2,1,38,<=50K
27,4,11,8,2,3,0,4,0,38,<=50K
26,4,11,8,2,8,0,2,0,38,<=50K
12,4,9,12,2,14,0,4,0,19,<=50K
10,4,9,12,4,3,3,4,0,38,<=50K
36,4,11,8,2,7,0,4,0,38,<=50K
35,4,9,12,2,12,0,4,0,38,>50K
24,4,11,8,2,7,0,4,0,38,<=50K
13,4,14,14,4,13,3,4,1,23,<=50K
26,4,7,11,2,12,0,4,0,48,<=50K
9,4,11,8,2,12,0,4,0,38,<=50K
12,4,11,8,2,1,5,4,1,19,<=50K
10,6,11,8,2,5,0,4,0,48,<=50K
11,0,7,11,4,0,2,4,0,38,<=50K
2,4,15,9,4,8,3,4,1,19,<=50K
25,4,1,6,2,14,0,2,0,38,<=50K
9,4,11,8,2,3,0,4,0,48,<=50K
27,4,11,8,4,4,1,4,0,53,<=50K
12,4,9,12,4,4,1,4,1,43,<=50K
3,4,7,11,4,14,3,4,0,19,<=50K
11,4,0,5,4,8,3,2,1,28,<=50K
13,4,7,11,0,12,1,4,0,50,<=50K
14,6,10,15,4,10,3,4,1,46,<=50K
18,4,11,8,0,8,3,4,1,48,<=50K
25,4,9,12,2,1,0,1,0,38,<=50K
2,4,1,6,4,3,2,4,0,24,<=50K
0,4,1,6,4,12,3,4,1,19,<=50K
10,4,11,8,4,6,3,4,0,38,<=50K
21,1,11,8,4,1,1,4,0,43,<=50K
12,4,11,8,2,14,0,4,0,58,<=50K
28,4,11,8,4,8,4,2,1,38,<=50K
25,4,9,12,2,12,0,2,0,38,<=50K
17,6,15,9,2,3,0,4,0,38,<=50K
6,4,2,7,4,9,3,4,0,28,<=50K
35,4,8,10,2,10,0,4,0,38,<=50K
17,4,15,9,2,3,0,4,0,38,<=50K
37,6,9,12,2,4,0,4,0,43,>50K
42,4,9,12,0,1,4,4,1,38,<=50K
28,4,9,12,2,4,0,4,0,58,>50K
13,4,11,8,0,8,4,4,1,34,<=50K
21,4,7,11,0,4,4,2,1,38,<=50K
40,6,1,6,2,12,0,4,0,14,<=50K
14,4,11,8,4,10,1,4,0,41,<=50K
6,4,5,3,4,3,1,4,0,38,<=50K
34,2,9,12,2,10,5,4,1,38,>50K
20,4,11,8,2,7,0,2,0,38,<=50K
9,4,15,9,4,6,3,4,0,38,<=50K
15,4,11,8,4,3,3,4,0,38,<=50K
26,1,12,13,2,11,0,4,0,33,<=50K
30,4,15,9,6,14,4,4,1,24,<=50K
9,4,11,8,4,1,1,4,0,38,<=50K
34,4,4,2,2,3,2,4,1,38,<=50K
29,4,11,8,2,4,5,4,1,27,<=50K
58,4,11,8,6,1,1,4,1,38,<=50K
4,4,11,8,2,10,3,4,0,38,<=50K
30,4,11,8,0,12,4,4,1,43,<=50K
30,4,1,6,0,1,4,4,1,38,<=50K
27,4,11,8,2,3,0,2,0,38,<=50K
16,4,11,8,2,7,0,3,0,38,<=50K
48,4,14,14,2,10,0,4,0,58,>50K
22,4,11,8,3,12,4,2,1,27,<=50K
49,0,0,5,0,0,1,4,1,19,<=50K
20,4,15,9,2,3,0,4,0,38,<=50K
22,2,7,11,0,8,4,4,1,53,<=50K
23,4,11,8,0,1,4,4,1,36,<=50K
23,4,15,9,2,4,5,4,1,38,<=50K
29,4,15,9,2,7,0,4,0,38,<=50K
36,1,15,9,0,6,1,4,0,38,<=50K
1,4,15,9,4,12,3,4,1,14,<=50K
24,4,9,12,2,12,0,4,0,48,>50K
22,4,7,11,5,10,1,4,1,28,<=50K
45,4,4,2,2,5,0,4,0,23,<=50K
25,6,5,3,2,8,5,2,1,48,<=50K
14,1,11,8,2,1,0,4,0,38,<=50K
23,4,11,8,0,7,1,4,0,46,<=50K
32,4,9,12,2,3,0,4,0,38,<=50K
19,7,8,10,3,11,3,4,1,38,<=50K
16,4,7,11,4,12,1,3,0,34,<=50K
35,4,12,13,0,10,3,4,1,38,>50K
8,4,0,5,2,7,0,4,0,38,<=50K
5,4,15,9,4,8,4,2,1,28,<=50K
34,2,0,5,6,8,1,4,1,23,<=50K
2,4,11,8,4,12,3,4,1,11,<=50K
29,4,11,8,2,12,5,4,1,38,<=50K
30,4,11,8,2,7,0,2,0,38,<=50K
30,4,12,13,0,13,1,4,0,38,<=50K
46,5,14,14,2,10,0,4,0,48,>50K
13,4,7,11,4,8,2,1,0,38,<=50K
26,4,12,13,2,10,0,4,0,53,>50K
14,5,15,9,2,1,5,4,1,19,<=50K
9,4,0,5,2,6,0,4,0,38,<=50K
7,4,11,8,4,14,4,2,0,38,<=50K
15,4,11,8,4,3,3,4,0,48,<=50K
5,1,15,9,2,12,0,4,0,35,<=50K
15,4,15,9,4,3,4,4,0,38,<=50K
16,4,9,12,2,10,0,4,0,48,<=50K
41,4,6,4,0,8,4,4,1,38,<=50K
20,4,11,8,4,1,3,4,1,53,<=50K
6,4,9,12,4,10,3,4,1,20,<=50K
23,4,7,11,4,8,2,4,0,24,<=50K
24,4,11,8,2,1,5,4,1,58,<=50K
9,6,11,8,2,1,0,4,0,38,<=50K
32,4,11,8,2,3,0,4,0,43,<=50K
25,6,7,11,2,12,0,4,0,38,<=50K
37,4,9,12,2,3,0,4,0,43,>50K
10,4,11,8,2,3,0,4,0,48,<=50K
13,4,9,12,4,12,3,4,0,38,<=50K
16,4,11,8,2,3,0,4,0,38,<=50K
7,4,7,11,4,3,1,4,0,38,<=50K
27,4,9,12,2,10,0,4,0,43,>50K
4,4,11,8,4,3,3,4,0,33,<=50K
7,4,1,6,2,14,0,1,0,38,<=50K
26,5,15,9,2,4,0,4,0,43,<=50K
35,4,11,8,4,3,3,4,0,53,<=50K
16,4,11,8,2,3,0,4,0,38,<=50K
2,6,15,9,4,12,3,4,1,15,<=50K
22,5,11,8,0,3,4,4,0,58,<=50K
36,4,1,6,2,7,0,4,0,38,<=50K
39,2,15,9,0,4,1,4,1,38,<=50K
23,4,15,9,4,13,1,4,1,48,<=50K
13,6,8,10,2,10,0,4,0,62,<=50K
11,4,9,12,2,4,0,4,0,43,<=50K
22,2,7,11,0,10,1,4,0,57,<=50K
23,6,8,10,2,10,5,4,1,14,<=50K
12,2,9,12,0,10,1,4,0,48,<=50K
27,4,14,14,0,10,1,4,0,43,<=50K
8,5,8,10,4,14,4,4,0,53,<=50K
49,4,11,8,6,9,1,4,1,48,<=50K
36,6,0,5,2,3,0,4,0,38,<=50K
30,0,11,8,2,0,5,4,1,7,<=50K
28,6,9,12,0,10,1,4,0,33,<=50K
34,4,15,9,2,12,0,4,0,38,<=50K
2,6,15,9,4,8,3,4,1,21,<=50K
17,2,12,13,4,10,1,4,1,38,<=50K
22,4,9,12,2,10,0,4,0,38,<=50K
21,6,11,8,2,7,0,4,0,65,<=50K
29,4,15,9,2,1,0,4,0,38,<=50K
29,0,11,8,0,0,1,2,1,38,<=50K
14,4,15,9,2,12,0,4,0,38,<=50K
16,5,11,8,2,3,0,4,0,38,<=50K
21,4,9,12,2,4,0,4,0,38,<=50K
47,4,15,9,6,4,1,4,1,2,<=50K
35,4,11,8,2,4,0,4,0,38,<=50K
0,4,1,6,4,6,3,4,0,9,<=50K
36,6,11,8,2,3,0,4,0,58,<=50K
34,2,8,10,0,1,4,4,1,48,<=50K
16,4,9,12,2,8,5,4,1,38,<=50K
9,4,9,12,2,4,0,4,0,53,<=50K
18,4,15,9,4,8,1,4,0,38,<=50K
44,0,11,8,2,0,0,2,0,5,<=50K
57,5,11,8,2,4,0,4,0,28,<=50K
19,4,11,8,0,3,1,4,0,53,<=50K
4,7,15,9,4,1,3,1,1,11,<=50K
6,4,9,12,4,4,3,4,1,38,<=50K
21,4,0,5,4,10,1,4,0,75,<=50K
14,7,7,11,4,1,1,4,1,33,<=50K
15,2,15,9,2,3,0,4,0,58,<=50K
19,7,9,12,2,11,0,4,0,53,>50K
16,4,15,9,2,4,0,4,0,38,<=50K
31,7,8,10,0,10,4,4,1,54,<=50K
14,4,15,9,2,8,0,4,0,53,<=50K
19,4,15,9,4,1,1,4,1,38,<=50K
33,4,9,12,2,1,5,4,1,38,>50K
11,4,8,10,4,13,3,4,1,36,<=50K
42,6,15,9,2,12,0,4,0,38,<=50K
13,4,15,9,4,4,3,2,1,38,<=50K
5,4,9,12,4,12,1,4,1,15,<=50K
4,4,7,11,4,8,1,2,0,33,<=50K
10,2,11,8,4,10,3,2,1,38,<=50K
12,6,11,8,2,12,0,4,0,33,<=50K
37,4,11,8,4,1,2,4,1,38,<=50K
26,4,11,8,2,14,0,4,0,28,<=50K
23,4,8,10,2,12,0,4,0,48,<=50K
12,4,7,11,4,10,1,4,1,38,<=50K
20,4,3,1,2,3,0,1,0,38,<=50K
41,4,5,3,2,14,0,4,0,38,<=50K
47,4,15,9,6,13,1,4,1,33,<=50K
35,2,12,13,2,10,5,4,1,38,>50K
29,1,9,12,0,10,1,4,0,38,<=50K
3,4,11,8,4,8,1,4,0,38,<=50K
11,4,15,9,4,4,1,4,1,38,<=50K
25,4,11,8,2,3,0,4,0,53,<=50K
8,4,1,6,2,7,0,4,0,38,<=50K
50,1,11,8,2,13,0,4,0,38,<=50K
15,4,11,8,2,14,0,4,0,71,<=50K
26,4,9,12,4,10,1,4,1,38,<=50K
14,4,15,9,2,3,0,4,0,43,<=50K
10,4,11,8,0,3,1,4,0,48,<=50K
32,4,9,12,2,4,5,4,1,41,>50K
3,4,15,9,4,8,3,4,1,19,<=50K
20,4,11,8,0,6,2,4,0,38,<=50K
23,2,9,12,2,10,0,4,0,38,<=50K
28,6,2,7,0,3,2,2,0,33,<=50K
32,4,7,11,2,12,0,4,0,43,<=50K
22,6,15,9,5,3,1,4,0,58,<=50K
14,4,11,8,4,7,1,2,0,38,<=50K
4,4,11,8,4,6,1,4,0,38,<=50K
22,7,7,11,0,10,1,4,1,38,<=50K
23,4,0,5,4,8,4,2,1,38,<=50K
30,4,11,8,2,13,5,4,1,38,<=50K
5,4,15,9,4,14,1,4,0,38,<=50K
9,4,15,9,2,3,0,4,0,38,<=50K
11,4,11,8,0,14,1,4,0,58,<=50K
34,4,15,9,2,12,0,4,0,38,<=50K
24,4,11,8,4,12,4,2,1,38,<=50K
29,4,11,8,2,14,0,2,0,38,<=50K
26,4,9,12,2,4,0,4,0,58,>50K
9,4,14,14,2,10,0,4,0,38,<=50K
17,4,11,8,2,6,0,4,0,38,<=50K
10,4,11,8,1,3,0,4,0,38,<=50K
3,4,11,8,4,12,3,4,1,33,<=50K
26,7,15,9,0,1,1,4,1,38,<=50K
14,5,11,8,2,4,0,4,0,38,<=50K
28,4,9,12,2,12,0,4,0,43,>50K
7,4,9,12,4,4,3,4,0,38,<=50K
15,4,11,8,2,7,0,1,0,38,<=50K
52,4,11,8,2,12,5,4,1,38,<=50K
17,5,11,8,2,1,0,4,0,43,<=50K
3,4,15,9,4,8,1,4,0,38,<=50K
9,7,15,9,2,4,0,4,0,11,<=50K
7,4,11,8,4,5,3,2,0,48,<=50K
0,4,2,7,4,8,3,4,1,5,<=50K
0,4,1,6,4,12,3,4,1,19,<=50K
32,4,6,4,0,8,1,2,0,35,<=50K
9,4,11,8,4,12,1,4,1,48,<=50K
12,4,12,13,4,10,1,2,0,40,<=50K
39,6,15,9,2,3,0,4,0,58,<=50K
17,4,1,6,4,8,1,4,0,28,<=50K
6,4,9,12,4,12,1,1,0,48,<=50K
35,5,15,9,2,1,5,4,1,38,<=50K
18,4,11,8,4,8,4,2,1,38,<=50K
21,7,9,12,2,11,0,4,0,58,>50K
37,4,10,15,2,4,0,4,0,48,>50K
2,4,11,8,4,5,3,4,0,38,<=50K
21,4,15,9,4,12,1,4,0,48,<=50K
26,4,12,13,2,4,0,4,0,48,>50K
33,4,15,9,0,1,1,4,1,38,<=50K
6,4,9,12,4,1,3,4,1,24,<=50K
20,4,7,11,2,13,0,4,0,48,<=50K
4,4,15,9,4,8,3,4,1,38,<=50K
24,4,14,14,2,10,5,4,1,38,>50K
25,4,15,9,0,4,4,4,1,43,<=50K
4,0,15,9,4,0,1,4,1,28,<=50K
50,0,6,4,0,0,1,4,1,38,<=50K
7,4,11,8,4,14,1,4,1,47,<=50K
54,4,12,13,0,10,1,4,1,14,<=50K
9,4,11,8,4,14,3,4,0,43,<=50K
33,4,15,9,2,14,0,4,0,38,<=50K
11,4,15,9,2,13,0,4,0,65,<=50K
7,4,9,12,4,8,3,4,1,28,<=50K
7,4,11,8,4,3,1,4,0,48,<=50K
4,4,15,9,4,7,3,4,0,38,<=50K
11,4,11,8,4,6,3,4,0,46,<=50K
6,4,11,8,4,3,1,4,0,62,<=50K
1,4,15,9,4,1,1,4,1,19,<=50K
2,2,11,8,0,4,1,4,1,33,<=50K
16,4,9,12,2,10,0,4,0,38,<=50K
32,6,9,12,2,3,0,4,0,48,>50K
13,4,2,7,0,7,1,4,0,38,<=50K
5,4,15,9,4,1,3,4,0,38,<=50K
35,4,0,5,2,3,0,4,0,38,<=50K
19,7,12,13,4,10,3,4,1,38,<=50K
9,6,9,12,2,4,0,4,0,19,<=50K
21,2,15,9,0,11,1,4,0,67,<=50K
2,4,11,8,4,1,3,4,1,13,<=50K
14,4,11,8,2,1,0,4,0,33,<=50K
19,2,8,10,5,1,3,2,1,38,<=50K
4,4,7,11,4,10,1,4,1,38,<=50K
37,4,9,12,2,13,0,4,0,46,>50K
18,4,9,12,4,12,4,4,1,38,<=50K
10,4,11,8,2,8,0,4,0,38,<=50K
19,4,11,8,0,14,1,4,0,43,<=50K
8,6,7,11,4,12,1,4,0,48,<=50K
16,6,15,9,2,4,0,4,0,43,<=50K
21,4,15,9,2,4,0,4,0,48,<=50K
8,2,9,12,4,1,3,2,1,38,<=50K
29,6,11,8,2,14,0,4,0,48,<=50K
7,4,11,8,4,4,2,4,0,48,<=50K
17,4,15,9,2,7,0,4,0,38,<=50K
4,6,15,9,4,1,3,4,1,14,<=50K
27,4,15,9,4,8,1,2,0,53,<=50K
11,4,7,11,4,12,3,4,0,19,<=50K
11,4,9,12,4,12,1,4,0,38,<=50K
11,4,7,11,2,10,0,4,0,38,<=50K
10,7,9,12,4,10,1,4,0,28,<=50K
7,4,11,8,4,8,3,4,1,28,<=50K
23,4,14,14,2,10,0,4,0,53,>50K
36,4,11,8,0,14,1,4,0,38,<=50K
27,4,15,9,2,3,0,4,0,58,<=50K
22,7,15,9,5,4,4,2,1,28,<=50K
3,0,11,8,4,0,2,4,1,33,<=50K
31,4,11,8,2,8,0,4,0,38,<=50K
30,4,11,8,4,8,1,4,1,38,<=50K
16,4,9,12,4,12,1,4,1,38,<=50K
10,1,9,12,4,4,1,2,0,46,<=50K
24,4,7,11,0,4,4,2,1,48,<=50K
5,0,15,9,4,0,3,4,0,33,<=50K
30,4,11,8,2,11,5,2,1,38,<=50K
23,4,15,9,4,1,1,4,1,38,<=50K
30,4,11,8,2,14,0,4,0,46,<=50K
23,2,14,14,4,4,1,4,0,58,<=50K
4,0,15,9,4,0,3,4,0,48,<=50K
8,5,9,12,4,12,1,4,0,71,<=50K
14,0,15,9,4,0,4,2,1,38,<=50K
3,4,15,9,4,14,3,4,1,38,<=50K
20,4,3,1,2,5,0,4,0,73,<=50K
8,4,11,8,4,3,2,2,0,38,<=50K
40,4,9,12,2,4,0,4,0,38,>50K
23,2,15,9,2,1,5,4,1,38,<=50K
52,0,11,8,0,0,1,4,1,33,<=50K
22,1,9,12,2,1,5,1,1,38,<=50K
18,4,11,8,2,7,0,2,0,38,<=50K
30,4,9,12,0,6,1,4,0,49,<=50K
1,6,1,6,4,8,3,4,1,3,<=50K
30,4,15,9,2,4,5,2,1,38,<=50K
1,4,1,6,4,8,2,4,0,19,<=50K
27,4,9,12,2,3,0,4,0,48,>50K
25,4,9,12,2,10,5,4,1,53,>50K
11,6,9,12,4,4,1,4,0,48,<=50K
1,4,0,5,4,12,2,2,1,38,<=50K
7,4,15,9,4,12,3,4,1,19,<=50K
24,4,11,8,2,3,0,4,0,58,<=50K
10,4,11,8,0,8,1,4,0,28,<=50K
36,4,12,13,2,12,0,4,0,58,>50K
0,2,0,5,4,11,3,4,1,38,<=50K
34,2,11,8,2,14,0,2,0,58,<=50K
8,4,8,10,2,3,0,4,0,38,<=50K
13,4,1,6,2,3,0,4,0,38,<=50K
46,4,15,9,2,10,0,4,0,38,<=50K
16,4,11,8,4,8,4,2,1,38,<=50K
35,4,11,8,0,14,1,4,0,38,<=50K
15,4,9,12,4,10,3,4,0,38,<=50K
42,0,11,8,2,0,5,4,1,38,<=50K
21,6,15,9,2,5,0,4,0,33,<=50K
26,2,9,12,2,10,5,4,1,43,>50K
15,4,15,9,2,7,0,4,0,72,<=50K
2,4,15,9,4,12,3,4,1,24,<=50K
6,4,15,9,4,3,3,4,0,14,<=50K
16,4,15,9,0,4,4,4,1,38,<=50K
11,4,9,12,2,10,0,4,0,41,<=50K
46,4,5,3,2,12,0,4,0,38,<=50K
21,1,9,12,2,12,0,4,0,40,<=50K
38,4,15,9,4,1,3,4,1,34,<=50K
24,4,4,2,0,8,4,4,1,38,<=50K
25,2,1,6,0,12,4,4,0,48,<=50K
37,4,15,9,0,1,1,4,0,28,<=50K
41,2,11,8,2,5,0,4,0,38,<=50K
44,1,15,9,2,1,0,4,0,38,<=50K
33,4,11,8,2,7,0,4,0,45,<=50K
30,4,11,8,0,1,1,4,1,38,<=50K
12,2,12,13,2,10,0,4,0,48,<=50K
2,7,2,7,4,14,3,2,0,19,<=50K
14,4,15,9,2,3,0,4,0,38,<=50K
12,4,11,8,2,8,5,4,1,38,<=50K
34,4,15,9,0,4,1,4,1,48,<=50K
11,4,9,12,4,1,1,4,0,38,<=50K
17,6,0,5,4,8,3,4,1,38,<=50K
40,7,9,12,0,7,1,2,0,37,<=50K
3,4,11,8,4,6,3,4,0,38,<=50K
48,0,15,9,2,0,0,4,0,38,<=50K
3,4,11,8,2,1,0,4,0,48,<=50K
47,6,14,14,2,10,0,4,0,8,<=50K
10,4,11,8,4,6,2,4,0,27,<=50K
18,2,15,9,2,11,0,4,0,48,<=50K
6,4,8,10,4,13,1,4,1,38,<=50K
13,4,15,9,2,6,0,4,0,38,<=50K
17,4,9,12,2,10,0,4,0,38,<=50K
27,6,9,12,2,10,0,4,0,71,>50K
24,1,15,9,4,11,3,4,0,38,<=50K
42,4,1,6,2,14,0,0,0,38,<=50K
17,4,11,8,2,12,0,4,0,48,<=50K
16,0,11,8,5,0,4,4,1,38,<=50K
8,4,15,9,4,8,3,4,1,33,<=50K
3,4,15,9,4,8,1,4,0,43,<=50K
13,6,11,8,0,3,1,4,0,38,<=50K
14,5,10,15,4,10,3,4,0,38,<=50K
26,4,4,2,3,5,4,4,0,33,<=50K
49,6,5,3,6,5,4,4,0,48,<=50K
17,4,15,9,4,10,1,4,1,38,<=50K
47,7,12,13,2,10,5,4,1,4,<=50K
4,4,15,9,4,8,1,4,1,35,<=50K
5,4,11,8,4,12,1,4,1,35,<=50K
31,4,9,12,2,10,0,4,0,38,>50K
22,7,9,12,0,11,1,4,0,38,<=50K
11,4,8,10,4,4,3,2,1,38,<=50K
25,4,9,12,2,8,0,1,0,66,<=50K
20,4,15,9,0,1,4,2,1,33,<=50K
30,2,11,8,2,4,0,4,0,38,<=50K
48,7,11,8,2,1,0,4,0,38,<=50K
29,4,1,6,0,7,4,0,0,41,<=50K
20,4,11,8,0,7,1,4,0,38,<=50K
22,4,11,8,2,12,0,4,0,42,<=50K
23,6,15,9,2,3,0,4,0,58,<=50K
19,4,4,2,5,7,1,4,1,38,<=50K
11,7,9,12,4,10,3,4,0,38,<=50K
6,4,15,9,4,12,3,1,1,38,<=50K
18,4,0,5,0,7,1,4,0,48,<=50K
40,6,10,15,2,10,0,4,0,33,>50K
34,2,10,15,2,10,0,4,0,38,>50K
7,4,8,10,4,13,1,4,0,43,<=50K
23,4,8,10,2,7,0,1,0,38,<=50K
18,0,6,4,0,0,3,0,0,36,<=50K
42,4,12,13,2,13,0,4,0,38,>50K
5,4,11,8,0,6,3,4,0,38,<=50K
36,2,9,12,2,10,0,2,0,33,<=50K
5,4,15,9,4,12,3,4,1,38,<=50K
11,4,0,5,0,7,3,4,1,38,<=50K
6,4,9,12,4,12,1,4,0,24,<=50K
5,5,15,9,2,3,0,4,0,38,<=50K
38,4,8,10,2,3,0,4,0,48,<=50K
40,4,9,12,2,10,0,4,0,48,>50K
2,4,1,6,5,8,3,4,1,38,<=50K
1,0,15,9,4,0,3,4,0,24,<=50K
15,4,8,10,4,13,4,4,1,58,<=50K
45,4,9,12,2,4,0,4,0,48,>50K
22,1,15,9,2,1,0,4,0,48,<=50K
18,4,15,9,2,10,0,4,0,38,<=50K
35,4,9,12,2,4,0,4,0,38,>50K
12,4,11,8,2,4,0,4,0,38,<=50K
48,4,11,8,0,1,4,4,1,57,<=50K
15,4,15,9,5,4,4,2,1,38,<=50K
4,4,11,8,4,11,1,4,0,38,<=50K
4,4,11,8,4,3,3,2,0,38,<=50K
14,4,9,12,4,4,4,4,1,48,<=50K
12,5,11,8,2,12,5,4,1,24,<=50K
20,4,11,8,4,4,1,4,1,48,<=50K
9,4,9,12,4,10,1,4,1,38,<=50K
6,4,1,6,4,3,3,1,0,38,<=50K
2,4,15,9,4,1,2,4,1,38,<=50K
41,1,0,5,2,3,0,4,0,38,<=50K
2,4,15,9,4,12,2,2,1,38,<=50K
13,6,11,8,0,8,4,4,1,38,<=50K
11,4,11,8,2,8,5,2,1,22,<=50K
42,4,11,8,2,7,0,4,0,38,<=50K
6,4,11,8,0,4,4,4,1,38,<=50K
40,4,11,8,0,1,1,4,1,43,<=50K
28,4,4,2,0,14,4,4,0,38,<=50K
14,4,11,8,2,3,0,4,0,46,<=50K
26,4,7,11,2,13,0,4,0,38,<=50K
18,1,9,12,2,3,0,4,0,38,<=50K
6,0,9,12,4,0,1,4,0,53,<=50K
11,4,11,8,2,3,0,4,0,44,<=50K
56,6,11,8,2,12,5,4,1,24,<=50K
34,4,11,8,4,3,1,4,0,38,<=50K
5,4,11,8,4,8,3,4,0,38,<=50K
25,4,11,8,4,14,4,2,1,36,<=50K
55,0,11,8,2,0,0,4,0,19,<=50K
2,7,15,9,4,10,3,4,0,9,<=50K
4,4,15,9,4,12,3,4,1,21,<=50K
56,6,11,8,2,5,0,4,0,38,<=50K
18,4,9,12,2,12,0,2,0,48,<=50K
17,4,10,15,4,10,1,4,0,48,<=50K
4,4,15,9,2,8,0,4,0,38,<=50K
3,4,11,8,4,8,3,4,1,36,<=50K
24,2,9,12,2,10,0,4,0,33,<=50K
1,7,11,8,4,1,3,4,0,38,<=50K
9,4,9,12,4,8,1,2,1,33,<=50K
0,4,0,5,4,8,3,4,1,28,<=50K
19,4,11,8,2,7,0,1,0,38,<=50K
18,4,15,9,2,6,0,4,0,38,<=50K
7,2,9,12,2,11,0,4,0,43,<=50K
14,4,15,9,0,1,1,4,1,43,<=50K
50,6,11,8,6,5,1,4,0,62,<=50K
38,4,11,8,0,14,1,4,0,38,<=50K
48,2,15,9,4,10,1,2,1,38,<=50K
56,4,11,8,2,8,0,4,0,28,<=50K
53,0,9,12,0,0,1,4,1,6,<=50K
11,4,15,9,0,13,1,4,0,23,<=50K
12,4,8,10,2,5,0,4,0,38,<=50K
28,4,15,9,0,13,1,4,1,43,<=50K
14,2,9,12,4,11,3,2,0,46,<=50K
20,4,0,5,2,3,0,4,0,48,<=50K
26,4,8,10,5,12,4,4,1,43,<=50K
8,4,9,12,4,8,3,4,0,38,<=50K
18,4,11,8,0,4,4,4,1,48,<=50K
69,4,9,12,4,10,1,1,0,38,<=50K
9,4,9,12,4,10,3,1,1,38,<=50K
31,4,7,11,2,10,5,4,1,28,<=50K
36,4,12,13,2,4,0,4,0,53,>50K
20,4,11,8,2,6,0,4,0,23,<=50K
31,4,12,13,2,10,0,4,0,38,>50K
